month,day,hour,O3_forecast,NO2_forecast,T_forecast,q_forecast,u_forecast,v_forecast,w_forecast,O3_target
4.0,8.0,22.0,48.74,38.92,11.64,20.41,1.63,-0.61,1.61,27.23
4.0,8.0,23.0,45.65,37.81,11.42,20.67,2.26,-0.51,1.22,31.88
11.0,28.0,0.0,126.23,20.09,40.48,18.35,0.63,-0.84,-1.95,15.58
11.0,28.0,1.0,116.79,21.14,37.03,18.93,0.99,-1.39,-2.41,11.95
11.0,28.0,2.0,107.36,22.19,33.43,19.51,1.36,-1.94,-2.88,10.35
11.0,28.0,3.0,97.92,23.24,31.81,20.1,1.73,-2.49,-3.35,19.9
11.0,28.0,4.0,120.77,22.07,26.13,20.62,1.82,-2.37,-2.91,41.88
11.0,28.0,5.0,143.62,20.9,32.88,21.15,1.91,-2.25,-2.47,66.83
11.0,28.0,12.0,131.83,45.28,35.0,20.97,0.03,-1.25,-2.78,31.5
11.0,28.0,13.0,154.42,41.68,35.34,21.04,-0.05,-1.21,-2.7,4.5
11.0,28.0,14.0,177.0,38.09,36.88,21.11,-0.12,-1.18,-2.62,5.05
11.0,28.0,15.0,199.58,34.5,36.37,21.17,-0.19,-1.14,-2.54,4.67
11.0,28.0,16.0,190.6,31.43,36.84,20.75,0.08,-1.4,-2.16,4.92
11.0,28.0,17.0,181.63,28.36,38.51,20.33,0.36,-1.65,-1.78,4.3
11.0,28.0,18.0,172.65,25.28,39.38,19.91,0.63,-1.91,-1.4,4.17
11.0,28.0,19.0,173.45,22.86,37.84,19.44,1.04,-1.59,-1.32,4.28
11.0,28.0,20.0,174.25,20.43,38.39,18.96,1.45,-1.27,-1.23,6.2
11.0,28.0,21.0,175.06,18.0,39.29,18.49,1.86,-0.95,-1.14,3.98
11.0,28.0,22.0,172.73,16.51,38.89,18.53,1.41,-0.7,-1.37,5.35
11.0,28.0,23.0,170.4,15.01,37.01,18.58,0.96,-0.45,-1.59,7.8
10.0,19.0,0.0,31.48,103.03,27.29,7.42,-1.51,-1.1,1.51,5.2
10.0,19.0,1.0,35.32,107.4,27.74,7.73,-0.76,-1.34,1.32,5.72
10.0,19.0,2.0,39.15,111.78,28.52,8.04,-0.01,-1.58,1.14,5.1
10.0,19.0,3.0,42.98,116.15,28.98,8.35,0.74,-1.81,0.95,4.22
10.0,19.0,4.0,39.49,117.16,28.35,8.47,1.34,-1.7,0.76,3.55
10.0,19.0,5.0,36.01,118.18,26.78,8.58,1.93,-1.59,0.56,9.75
10.0,19.0,6.0,32.52,119.19,28.39,8.7,2.53,-1.47,0.37,21.88
10.0,19.0,7.0,27.53,121.73,27.72,9.12,2.38,-1.25,0.61,30.55
10.0,19.0,8.0,22.54,124.28,28.02,9.54,2.24,-1.03,0.86,34.55
10.0,19.0,9.0,17.55,126.82,27.82,9.97,2.09,-0.8,1.11,33.25
10.0,19.0,10.0,15.47,125.8,26.91,9.85,2.03,-1.02,1.23,30.9
10.0,19.0,11.0,13.4,124.78,25.17,9.73,1.98,-1.24,1.34,24.2
10.0,19.0,12.0,11.32,123.75,25.75,9.61,1.92,-1.47,1.46,23.68
10.0,19.0,13.0,17.74,113.77,27.27,9.52,1.95,-1.51,1.04,4.28
10.0,19.0,14.0,24.15,103.79,26.79,9.43,1.97,-1.56,0.62,3.42
10.0,19.0,15.0,30.57,93.81,24.94,9.35,2.0,-1.61,0.2,4.25
10.0,19.0,16.0,27.48,97.75,25.98,9.09,1.74,-1.85,0.16,4.9
10.0,19.0,17.0,24.4,101.69,26.23,8.83,1.48,-2.09,0.11,7.77
10.0,19.0,18.0,21.32,105.63,25.2,8.57,1.22,-2.34,0.07,8.25
10.0,19.0,19.0,16.02,126.23,24.82,8.79,1.61,-1.79,0.21,5.12
10.0,19.0,20.0,10.72,146.84,27.39,9.0,2.0,-1.24,0.35,3.7
10.0,19.0,21.0,5.42,167.44,28.16,9.21,2.4,-0.69,0.49,3.33
10.0,19.0,22.0,12.92,144.49,27.83,10.16,1.49,-0.67,0.17,3.52
10.0,19.0,23.0,20.42,121.53,26.52,11.11,0.58,-0.65,-0.14,3.52
7.0,6.0,0.0,48.08,62.79,20.32,18.77,-2.26,0.07,1.82,21.5
7.0,6.0,1.0,57.17,58.54,19.86,17.83,-3.82,0.25,1.49,25.62
7.0,6.0,2.0,66.25,54.29,19.64,16.89,-5.37,0.43,1.16,30.25
7.0,6.0,5.0,73.57,47.83,20.68,15.51,-5.62,3.17,0.63,30.38
7.0,6.0,8.0,61.06,91.66,19.41,14.56,-0.39,2.77,0.25,34.45
7.0,6.0,9.0,55.25,114.13,18.52,14.2,1.9,1.93,0.1,42.12
7.0,6.0,10.0,61.84,89.84,18.01,16.13,2.75,0.89,0.06,43.58
7.0,6.0,11.0,68.43,65.55,18.59,18.06,3.61,-0.16,0.02,41.75
7.0,6.0,12.0,75.02,41.26,17.85,19.99,4.47,-1.2,-0.03,32.23
7.0,6.0,13.0,74.56,39.55,19.09,19.89,3.95,-1.22,0.25,25.82
7.0,6.0,14.0,74.11,37.85,18.41,19.78,3.44,-1.23,0.52,23.67
7.0,6.0,15.0,73.66,36.15,18.17,19.68,2.93,-1.24,0.79,23.12
7.0,6.0,16.0,69.82,37.05,18.45,20.0,2.72,-1.34,0.83,30.62
7.0,6.0,17.0,65.99,37.96,17.9,20.33,2.51,-1.44,0.87,33.73
7.0,6.0,18.0,62.15,38.87,18.24,20.65,2.3,-1.54,0.91,34.75
7.0,6.0,19.0,66.52,43.04,18.16,20.52,1.63,-1.38,0.53,41.62
7.0,6.0,20.0,70.9,47.21,18.75,20.39,0.95,-1.21,0.15,24.6
7.0,6.0,21.0,75.27,51.38,17.61,20.26,0.28,-1.05,-0.23,29.88
7.0,6.0,22.0,60.5,50.45,17.6,20.51,-2.13,-0.14,0.49,27.9
7.0,6.0,23.0,45.74,49.52,16.75,20.75,-4.54,0.77,1.21,21.38
6.0,1.0,0.0,55.94,52.08,30.69,16.76,2.25,-0.94,-0.02,4.28
6.0,1.0,1.0,52.28,50.98,32.98,16.8,2.09,-0.54,0.11,3.2
6.0,1.0,2.0,48.62,49.88,30.97,16.83,1.94,-0.14,0.25,3.07
6.0,1.0,3.0,44.95,48.78,31.73,16.86,1.79,0.26,0.38,6.33
6.0,1.0,4.0,38.05,46.78,28.08,16.59,0.53,-0.03,0.09,19.85
6.0,1.0,5.0,31.15,44.79,32.6,16.31,-0.73,-0.32,-0.2,43.12
6.0,1.0,6.0,24.25,42.79,33.02,16.03,-1.99,-0.6,-0.49,47.85
6.0,1.0,7.0,25.46,43.99,32.79,16.29,-1.93,-0.34,-0.27,50.45
6.0,1.0,8.0,26.66,45.19,28.81,16.54,-1.88,-0.07,-0.05,53.85
6.0,1.0,9.0,27.87,46.39,28.39,16.8,-1.82,0.2,0.17,56.9
6.0,1.0,10.0,29.63,54.23,28.68,16.8,-1.78,0.5,-0.42,61.78
6.0,1.0,11.0,31.39,62.07,29.17,16.81,-1.74,0.81,-1.02,65.62
6.0,1.0,12.0,33.14,69.9,29.45,16.81,-1.7,1.11,-1.61,45.75
6.0,1.0,13.0,39.11,74.45,29.18,16.55,-0.67,0.95,-1.34,32.85
6.0,1.0,14.0,45.07,79.0,30.51,16.28,0.37,0.79,-1.07,20.75
6.0,1.0,15.0,51.03,83.55,29.9,16.02,1.4,0.63,-0.8,10.88
6.0,1.0,16.0,50.52,88.11,32.16,15.67,1.44,0.2,-0.18,5.9
6.0,1.0,17.0,50.01,92.66,30.91,15.33,1.48,-0.23,0.44,5.3
6.0,1.0,18.0,49.49,97.22,26.6,14.98,1.53,-0.66,1.06,6.47
6.0,1.0,19.0,46.68,95.31,26.56,14.58,1.07,-0.39,0.86,7.75
6.0,1.0,20.0,43.88,93.4,27.71,14.17,0.61,-0.11,0.66,5.0
6.0,1.0,21.0,41.07,91.49,28.63,13.77,0.15,0.16,0.46,4.0
6.0,1.0,22.0,42.59,92.75,30.22,13.35,0.6,-0.35,0.21,3.82
6.0,1.0,23.0,44.1,94.0,29.63,12.93,1.06,-0.87,-0.03,2.78
3.0,23.0,0.0,150.08,78.39,26.78,9.31,-1.98,2.32,-1.3,11.85
3.0,23.0,1.0,152.21,66.83,26.18,9.34,-1.37,1.57,-1.68,14.45
3.0,23.0,2.0,154.33,55.27,22.04,9.36,-0.75,0.83,-2.05,15.9
3.0,23.0,3.0,156.46,43.71,21.31,9.38,-0.14,0.08,-2.43,18.67
3.0,23.0,4.0,145.25,51.05,19.55,9.93,-0.16,-0.14,-2.27,22.83
3.0,23.0,5.0,134.05,58.39,18.8,10.47,-0.17,-0.36,-2.11,32.17
3.0,23.0,6.0,122.84,65.74,18.6,11.02,-0.19,-0.58,-1.94,42.0
3.0,23.0,7.0,122.85,55.74,16.79,10.67,-0.43,-0.37,-2.13,48.5
3.0,23.0,8.0,122.87,45.75,18.17,10.32,-0.67,-0.15,-2.31,45.97
3.0,23.0,9.0,122.88,35.75,19.68,9.97,-0.91,0.07,-2.49,47.82
3.0,23.0,10.0,127.74,39.66,20.95,9.71,-0.51,0.1,-2.24,37.55
3.0,23.0,11.0,132.59,43.57,21.0,9.45,-0.11,0.14,-1.98,39.5
3.0,23.0,12.0,137.44,47.49,21.83,9.2,0.29,0.17,-1.73,40.27
3.0,23.0,13.0,127.65,45.62,21.01,9.14,-0.1,-0.12,-1.93,14.97
3.0,23.0,14.0,117.86,43.76,21.62,9.08,-0.48,-0.42,-2.13,12.28
3.0,23.0,15.0,108.07,41.9,20.7,9.03,-0.87,-0.71,-2.33,11.7
3.0,23.0,16.0,105.17,42.32,20.47,9.2,-1.49,-0.44,-2.5,6.7
3.0,23.0,17.0,102.27,42.74,21.4,9.38,-2.12,-0.18,-2.67,10.75
3.0,23.0,18.0,99.37,43.16,18.37,9.55,-2.75,0.09,-2.84,13.03
3.0,23.0,19.0,103.28,37.43,17.12,10.1,-2.64,0.29,-2.94,12.15
3.0,23.0,20.0,107.19,31.71,16.81,10.66,-2.54,0.48,-3.03,6.1
3.0,23.0,21.0,111.11,25.98,16.83,11.21,-2.44,0.68,-3.12,20.9
3.0,23.0,22.0,110.83,29.98,18.09,11.25,-2.14,-0.73,-2.55,20.6
3.0,23.0,23.0,110.55,33.97,17.36,11.3,-1.85,-2.15,-1.98,13.15
7.0,16.0,0.0,0.0,134.71,26.6,21.44,1.04,-1.09,1.15,58.25
7.0,16.0,1.0,0.74,118.77,27.27,21.24,1.04,-0.98,1.39,33.77
7.0,16.0,2.0,1.48,102.82,28.96,21.03,1.04,-0.87,1.63,32.65
7.0,16.0,3.0,2.22,86.88,29.52,20.83,1.04,-0.75,1.86,43.82
7.0,16.0,4.0,1.61,86.41,28.83,21.07,0.91,-0.34,1.78,54.35
7.0,16.0,5.0,1.0,85.94,26.49,21.31,0.78,0.07,1.7,67.47
7.0,16.0,6.0,0.39,85.47,27.3,21.55,0.65,0.48,1.62,71.17
7.0,16.0,8.0,0.13,88.38,29.32,21.8,1.46,-0.51,0.24,65.0
7.0,16.0,9.0,0.0,89.83,27.2,21.92,1.86,-1.0,-0.46,57.0
7.0,16.0,10.0,5.23,96.47,26.75,21.99,1.72,-0.87,-0.36,35.03
7.0,16.0,11.0,10.46,103.11,26.32,22.06,1.59,-0.74,-0.27,35.2
7.0,16.0,12.0,15.69,109.74,27.37,22.13,1.45,-0.61,-0.17,40.0
7.0,16.0,13.0,17.25,97.0,25.43,21.68,1.38,-0.89,0.33,34.4
7.0,16.0,14.0,18.82,84.27,26.33,21.23,1.32,-1.16,0.83,17.25
7.0,16.0,15.0,20.38,71.53,27.84,20.78,1.26,-1.43,1.33,13.03
7.0,16.0,16.0,15.87,71.02,26.57,20.87,1.53,-1.35,1.17,11.53
7.0,16.0,17.0,11.36,70.51,26.98,20.95,1.8,-1.28,1.01,7.6
7.0,16.0,18.0,6.84,70.0,26.68,21.04,2.07,-1.2,0.85,6.2
7.0,16.0,19.0,4.96,96.17,27.73,20.99,2.16,-1.26,0.23,6.73
7.0,16.0,20.0,3.08,122.34,27.38,20.94,2.24,-1.32,-0.4,20.4
7.0,16.0,21.0,1.2,148.51,26.06,20.89,2.33,-1.38,-1.02,11.28
7.0,16.0,22.0,1.97,138.07,26.17,20.84,1.17,-1.4,0.12,14.6
7.0,16.0,23.0,2.75,127.62,26.57,20.79,0.0,-1.41,1.26,14.25
12.0,22.0,0.0,15.42,121.94,15.71,5.87,-2.19,-0.88,2.0,2.08
12.0,22.0,1.0,20.13,113.6,14.01,6.06,-1.41,-1.81,2.44,1.92
12.0,22.0,2.0,24.83,105.26,15.1,6.24,-0.64,-2.74,2.88,2.05
12.0,22.0,3.0,29.53,96.92,13.81,6.43,0.14,-3.67,3.32,2.02
12.0,22.0,4.0,28.38,96.4,13.22,6.28,0.46,-3.35,2.93,2.58
12.0,22.0,5.0,27.22,95.88,12.42,6.13,0.79,-3.03,2.54,3.88
12.0,22.0,6.0,26.07,95.36,14.98,5.98,1.11,-2.72,2.15,6.28
12.0,22.0,7.0,25.82,96.03,15.8,5.92,1.52,-2.66,2.57,8.5
12.0,22.0,8.0,25.58,96.7,14.12,5.87,1.94,-2.6,2.98,14.53
12.0,22.0,9.0,25.34,97.37,14.76,5.81,2.35,-2.53,3.4,19.15
12.0,22.0,10.0,23.89,98.35,16.25,6.07,2.13,-2.59,3.39,18.48
12.0,22.0,11.0,22.44,99.33,16.37,6.32,1.9,-2.64,3.38,12.1
12.0,22.0,12.0,20.98,100.3,16.68,6.57,1.68,-2.69,3.37,4.02
12.0,22.0,13.0,21.61,100.83,17.71,6.34,0.94,-2.63,2.99,2.12
12.0,22.0,14.0,22.23,101.37,13.63,6.12,0.21,-2.58,2.6,2.42
12.0,22.0,15.0,22.85,101.9,14.55,5.89,-0.52,-2.52,2.21,2.25
12.0,22.0,16.0,25.6,94.14,12.17,5.84,0.45,-1.92,2.27,2.3
12.0,22.0,17.0,28.34,86.39,13.1,5.78,1.42,-1.31,2.33,2.15
12.0,22.0,18.0,31.09,78.64,12.4,5.73,2.38,-0.71,2.4,2.6
12.0,22.0,19.0,28.93,83.81,11.96,6.17,2.12,-1.24,2.45,2.65
12.0,22.0,20.0,26.78,88.98,12.37,6.62,1.86,-1.77,2.51,2.6
12.0,22.0,21.0,24.62,94.15,11.98,7.07,1.59,-2.3,2.57,2.63
12.0,22.0,22.0,19.44,96.49,10.22,6.94,1.89,-1.99,2.78,3.0
12.0,22.0,23.0,14.26,98.84,12.02,6.81,2.18,-1.68,2.99,2.05
5.0,16.0,1.0,89.38,54.85,27.54,13.89,0.61,2.75,0.21,36.58
5.0,16.0,2.0,85.03,58.39,30.13,13.62,1.21,2.0,-0.12,49.83
5.0,16.0,3.0,80.69,61.92,33.19,13.35,1.82,1.26,-0.46,68.47
5.0,16.0,13.0,92.6,52.63,29.81,13.78,3.0,0.05,0.68,71.9
5.0,16.0,14.0,79.46,61.35,30.07,12.76,3.71,-0.51,1.0,43.75
5.0,16.0,15.0,66.31,70.07,26.44,11.74,4.42,-1.08,1.32,25.32
5.0,16.0,16.0,80.14,54.44,29.54,11.33,1.56,-0.28,1.08,24.23
5.0,16.0,17.0,93.96,38.81,29.59,10.91,-1.29,0.53,0.83,17.7
5.0,16.0,18.0,107.79,23.19,28.47,10.5,-4.14,1.33,0.59,10.8
5.0,16.0,19.0,104.68,26.0,28.61,10.74,-3.33,1.67,0.88,10.97
5.0,16.0,20.0,101.58,28.82,31.02,10.97,-2.52,2.01,1.17,11.4
5.0,16.0,21.0,98.48,31.63,32.39,11.21,-1.72,2.35,1.46,13.03
5.0,16.0,22.0,90.73,27.33,31.62,12.01,-2.55,1.98,1.65,10.9
5.0,16.0,23.0,82.98,23.02,27.88,12.81,-3.39,1.62,1.84,12.12
11.0,21.0,0.0,0.0,80.46,16.86,21.57,0.85,-1.7,1.71,3.1
11.0,21.0,1.0,10.54,76.19,15.86,21.37,0.78,-1.71,1.82,3.45
11.0,21.0,2.0,21.07,71.92,14.51,21.17,0.72,-1.72,1.94,2.35
11.0,21.0,3.0,31.6,67.66,13.23,20.98,0.65,-1.73,2.06,3.18
11.0,21.0,4.0,21.33,76.82,15.42,21.36,0.07,-1.3,1.6,8.55
11.0,21.0,5.0,11.05,85.99,13.38,21.74,-0.51,-0.88,1.14,16.6
11.0,21.0,6.0,0.78,95.15,12.57,22.13,-1.09,-0.45,0.69,24.38
11.0,21.0,7.0,6.03,104.51,13.48,22.35,-1.72,0.27,1.43,27.27
11.0,21.0,8.0,11.27,113.86,13.6,22.56,-2.35,1.0,2.18,27.0
11.0,21.0,9.0,16.52,123.21,13.9,22.78,-2.99,1.72,2.92,27.05
11.0,21.0,10.0,23.27,107.5,14.12,22.47,-3.06,1.08,2.35,27.25
11.0,21.0,11.0,30.02,91.78,15.56,22.15,-3.14,0.44,1.78,22.6
11.0,21.0,12.0,36.76,76.06,13.55,21.84,-3.21,-0.2,1.21,12.38
11.0,21.0,13.0,33.25,73.34,12.78,22.0,-3.55,0.19,1.35,1.75
11.0,21.0,14.0,29.74,70.63,13.44,22.16,-3.9,0.59,1.5,1.57
11.0,21.0,15.0,26.23,67.92,13.67,22.32,-4.24,0.98,1.65,1.5
11.0,21.0,16.0,20.88,73.4,15.94,22.15,-3.2,1.01,1.69,1.4
11.0,21.0,17.0,15.53,78.89,17.34,21.98,-2.17,1.03,1.72,1.32
11.0,21.0,18.0,10.18,84.38,16.5,21.82,-1.13,1.06,1.76,1.5
11.0,21.0,19.0,9.69,97.25,17.3,22.05,-0.63,0.72,2.07,3.42
11.0,21.0,20.0,9.2,110.12,16.18,22.28,-0.13,0.39,2.39,3.6
11.0,21.0,21.0,8.71,122.99,16.07,22.51,0.37,0.06,2.7,3.8
11.0,21.0,22.0,12.01,125.94,15.94,22.66,0.56,-0.1,2.6,2.6
11.0,21.0,23.0,15.32,128.88,16.45,22.81,0.75,-0.26,2.51,2.52
5.0,5.0,0.0,199.98,22.42,34.9,7.92,0.29,-0.06,-1.79,28.88
5.0,5.0,1.0,182.03,17.71,35.25,8.39,0.03,-0.54,-2.17,24.68
5.0,5.0,2.0,164.08,13.0,34.18,8.87,-0.23,-1.02,-2.56,43.45
5.0,5.0,3.0,146.13,8.29,33.11,9.34,-0.48,-1.5,-2.94,56.88
5.0,5.0,4.0,138.17,9.16,32.34,9.83,0.77,-1.6,-2.18,69.05
5.0,5.0,16.0,116.57,13.89,29.92,4.96,1.62,-0.79,-1.54,79.27
5.0,5.0,17.0,121.09,17.4,30.17,4.91,0.93,-1.13,-1.76,71.7
5.0,5.0,18.0,125.6,20.9,29.84,4.85,0.24,-1.47,-1.99,72.88
5.0,5.0,19.0,131.08,18.6,29.89,4.96,-0.26,-0.62,-1.82,74.15
5.0,5.0,20.0,136.57,16.3,29.69,5.07,-0.76,0.23,-1.66,71.5
5.0,5.0,21.0,142.05,14.0,30.64,5.18,-1.27,1.08,-1.49,77.17
5.0,5.0,22.0,133.52,14.64,30.82,5.18,-1.34,1.09,-1.28,76.03
5.0,5.0,23.0,124.99,15.29,30.21,5.19,-1.42,1.1,-1.07,70.4
7.0,8.0,0.0,62.69,42.8,10.7,21.56,1.23,-0.25,-0.73,18.32
7.0,8.0,1.0,58.94,38.89,8.67,21.42,1.74,-0.22,-0.92,17.9
7.0,8.0,2.0,55.19,34.99,9.23,21.28,2.24,-0.18,-1.1,18.4
7.0,8.0,3.0,51.43,31.08,9.26,21.15,2.74,-0.14,-1.29,18.62
7.0,8.0,4.0,47.33,31.72,8.76,20.14,2.41,-0.1,-0.57,20.2
7.0,8.0,5.0,43.22,32.36,10.67,19.14,2.08,-0.06,0.14,22.4
7.0,8.0,6.0,39.11,33.01,11.4,18.14,1.75,-0.02,0.85,26.98
7.0,8.0,7.0,40.32,40.05,9.27,18.62,2.31,-0.02,0.51,31.07
7.0,8.0,8.0,41.53,47.1,9.1,19.11,2.88,-0.02,0.16,33.67
7.0,8.0,9.0,42.74,54.14,10.83,19.6,3.45,-0.02,-0.18,35.6
7.0,8.0,10.0,45.39,70.67,7.72,20.22,3.57,0.06,0.34,36.35
7.0,8.0,11.0,48.04,87.2,8.88,20.83,3.69,0.14,0.86,36.4
7.0,8.0,12.0,50.69,103.73,7.55,21.44,3.81,0.22,1.38,28.2
7.0,8.0,13.0,59.86,96.66,8.49,21.28,3.49,0.04,1.44,24.23
7.0,8.0,14.0,69.04,89.6,9.23,21.12,3.16,-0.14,1.5,21.35
7.0,8.0,15.0,78.22,82.53,6.4,20.95,2.84,-0.32,1.55,17.77
7.0,8.0,16.0,73.54,71.24,6.43,20.98,2.46,-0.16,1.21,17.38
7.0,8.0,17.0,68.85,59.96,10.4,21.01,2.08,-0.01,0.87,15.82
7.0,8.0,18.0,64.17,48.67,9.41,21.04,1.69,0.14,0.53,15.18
7.0,8.0,19.0,61.3,42.57,8.75,20.81,1.37,-0.15,0.12,15.45
7.0,8.0,20.0,58.43,36.46,7.91,20.59,1.05,-0.44,-0.3,10.6
7.0,8.0,21.0,55.57,30.36,7.99,20.36,0.72,-0.74,-0.72,17.0
7.0,8.0,22.0,57.35,31.9,7.18,20.11,0.43,-0.47,-1.07,17.5
7.0,8.0,23.0,59.14,33.44,7.42,19.86,0.14,-0.2,-1.42,18.1
6.0,3.0,0.0,53.4,20.54,26.27,8.89,1.76,-1.43,-0.52,40.88
6.0,3.0,1.0,60.29,17.46,26.85,8.57,2.08,-1.4,-0.62,42.85
6.0,3.0,2.0,67.18,14.39,26.91,8.25,2.41,-1.37,-0.73,44.62
6.0,3.0,3.0,74.06,11.31,26.5,7.93,2.73,-1.34,-0.83,58.85
6.0,3.0,4.0,56.32,22.34,25.93,7.96,2.44,-1.23,-0.64,71.35
6.0,3.0,14.0,12.03,72.38,26.42,8.69,0.2,-1.13,0.23,73.85
6.0,3.0,15.0,5.86,85.66,26.38,8.97,-0.39,-1.06,0.52,30.5
6.0,3.0,16.0,9.72,81.08,24.41,8.92,0.14,-0.54,0.19,6.32
6.0,3.0,17.0,13.59,76.5,24.14,8.86,0.66,-0.02,-0.14,5.65
6.0,3.0,18.0,17.46,71.92,23.41,8.81,1.19,0.5,-0.47,6.05
6.0,3.0,21.0,29.31,33.91,25.11,10.39,-1.35,-1.08,-0.81,72.65
6.0,3.0,22.0,26.03,35.48,24.49,10.12,-1.08,-1.37,-0.45,69.27
6.0,3.0,23.0,22.76,37.05,25.05,9.86,-0.8,-1.66,-0.09,74.65
2.0,10.0,0.0,36.59,21.09,14.72,9.75,-1.47,1.42,1.65,5.5
2.0,10.0,1.0,45.11,18.29,15.73,9.26,-0.62,1.05,1.21,5.97
2.0,10.0,2.0,53.63,15.49,15.66,8.77,0.23,0.68,0.76,7.52
2.0,10.0,3.0,62.15,12.7,17.09,8.28,1.07,0.31,0.32,8.25
2.0,10.0,4.0,51.51,22.14,18.26,8.69,0.64,-0.07,0.72,14.0
2.0,10.0,5.0,40.86,31.58,19.04,9.09,0.21,-0.44,1.12,27.4
2.0,10.0,6.0,30.22,41.03,19.43,9.5,-0.22,-0.81,1.53,47.65
2.0,10.0,7.0,37.29,31.42,18.74,9.58,0.66,0.01,1.51,60.47
2.0,10.0,8.0,44.35,21.82,20.57,9.66,1.53,0.83,1.49,69.95
2.0,10.0,9.0,51.42,12.21,21.87,9.75,2.41,1.65,1.48,68.8
2.0,10.0,10.0,40.12,16.45,23.58,10.43,1.41,0.52,1.36,69.6
2.0,10.0,11.0,28.81,20.68,21.98,11.11,0.41,-0.61,1.25,68.75
2.0,10.0,12.0,17.51,24.91,23.6,11.79,-0.58,-1.74,1.13,48.8
2.0,10.0,13.0,30.47,22.63,21.36,11.21,0.6,-1.35,0.36,12.3
2.0,10.0,14.0,43.44,20.36,20.24,10.62,1.79,-0.96,-0.41,6.55
2.0,10.0,15.0,56.4,18.08,20.14,10.04,2.97,-0.57,-1.18,7.5
2.0,10.0,16.0,44.8,23.28,20.9,10.03,2.74,-0.34,-0.82,8.72
2.0,10.0,17.0,33.19,28.47,24.09,10.02,2.5,-0.1,-0.46,9.68
2.0,10.0,18.0,21.59,33.67,23.27,10.01,2.26,0.13,-0.1,9.9
2.0,10.0,19.0,30.34,26.79,20.59,9.68,1.61,-0.39,0.07,8.9
2.0,10.0,20.0,39.09,19.91,19.62,9.35,0.97,-0.91,0.23,21.8
2.0,10.0,21.0,47.84,13.03,20.54,9.01,0.32,-1.43,0.4,19.95
2.0,10.0,22.0,54.74,12.75,20.96,8.66,0.09,-0.39,0.38,13.33
2.0,10.0,23.0,61.64,12.46,23.26,8.3,-0.14,0.65,0.36,8.53
12.0,5.0,0.0,3.32,164.56,20.32,8.31,-0.28,-1.89,0.63,2.05
12.0,5.0,1.0,11.1,144.45,21.95,8.14,0.49,-1.74,0.91,2.15
12.0,5.0,2.0,18.89,124.33,21.0,7.97,1.25,-1.58,1.2,2.47
12.0,5.0,3.0,26.67,104.21,21.72,7.8,2.02,-1.42,1.48,2.42
12.0,5.0,4.0,26.05,104.8,21.02,7.95,1.87,-1.56,1.28,3.13
12.0,5.0,5.0,25.43,105.39,22.84,8.09,1.73,-1.69,1.08,5.9
12.0,5.0,6.0,24.82,105.99,19.35,8.23,1.59,-1.83,0.88,13.4
12.0,5.0,7.0,29.9,94.45,20.37,7.86,1.56,-1.74,0.58,21.38
12.0,5.0,8.0,34.99,82.91,17.92,7.49,1.52,-1.66,0.28,28.65
12.0,5.0,9.0,40.08,71.38,18.83,7.11,1.49,-1.57,-0.03,29.15
12.0,5.0,10.0,43.0,71.15,17.98,6.91,1.76,-1.26,-0.06,27.27
12.0,5.0,11.0,45.92,70.92,18.95,6.71,2.03,-0.95,-0.09,20.25
12.0,5.0,12.0,48.84,70.7,19.54,6.5,2.29,-0.64,-0.11,8.07
12.0,5.0,13.0,38.86,78.06,17.73,6.74,2.33,-0.84,0.59,2.4
12.0,5.0,14.0,28.87,85.42,19.6,6.98,2.37,-1.04,1.29,2.25
12.0,5.0,15.0,18.89,92.79,20.31,7.22,2.41,-1.24,2.0,2.42
12.0,5.0,16.0,12.96,106.06,18.62,7.53,1.45,-1.07,1.77,2.23
12.0,5.0,17.0,7.03,119.33,17.83,7.85,0.49,-0.91,1.55,2.23
12.0,5.0,18.0,1.09,132.59,17.42,8.16,-0.47,-0.74,1.33,2.22
12.0,5.0,19.0,0.74,150.39,19.44,8.47,-0.99,0.01,0.94,2.08
12.0,5.0,20.0,0.38,168.19,17.92,8.77,-1.51,0.75,0.55,1.9
12.0,5.0,22.0,4.09,170.65,17.49,9.02,-1.64,0.36,0.05,4.5
12.0,5.0,23.0,8.16,155.31,17.62,8.97,-1.24,-0.79,-0.06,3.8
2.0,3.0,0.0,47.46,74.07,26.75,10.08,-0.5,1.92,2.52,3.0
2.0,3.0,1.0,40.28,76.6,25.29,9.74,-0.47,1.37,2.19,2.47
2.0,3.0,2.0,33.11,79.13,25.96,9.41,-0.44,0.82,1.87,2.33
2.0,3.0,3.0,25.94,81.66,25.7,9.07,-0.41,0.27,1.55,2.45
2.0,3.0,4.0,25.2,92.44,25.32,8.96,0.08,-0.36,1.54,3.9
2.0,3.0,5.0,24.47,103.23,24.53,8.84,0.57,-0.98,1.52,6.6
2.0,3.0,6.0,23.74,114.02,24.15,8.73,1.06,-1.61,1.51,11.9
2.0,3.0,7.0,24.55,108.34,22.87,9.62,-0.24,-1.26,1.41,14.6
2.0,3.0,8.0,25.37,102.67,22.89,10.51,-1.54,-0.92,1.32,16.5
2.0,3.0,9.0,26.18,96.99,24.07,11.39,-2.84,-0.57,1.22,17.73
2.0,3.0,10.0,19.94,103.49,22.98,10.88,-1.43,-1.3,0.78,17.52
2.0,3.0,11.0,13.7,109.98,22.49,10.37,-0.02,-2.03,0.34,17.15
